Model type: 	Bend axon, orthodromic
Parameter ID:	420
Pulse duration in ms:	0.6800
Field orientation in degrees:	108.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	81.3097  V/m: 	 no AP.
Increasing amplitude: 	88.6688  V/m: 	 no AP.
Increasing amplitude: 	96.6940  V/m: 	 no AP.
Increasing amplitude: 	0.1054 kV/m: 	 no AP.
Increasing amplitude: 	0.1150 kV/m: 	 no AP.
Increasing amplitude: 	0.1254 kV/m: 	 no AP.
Increasing amplitude: 	0.1367 kV/m: 	 no AP.
Increasing amplitude: 	0.1491 kV/m: 	 no AP.
Increasing amplitude: 	0.1626 kV/m: 	 no AP.
Increasing amplitude: 	0.1773 kV/m: 	 no AP.
Increasing amplitude: 	0.1934 kV/m: 	 no AP.
Increasing amplitude: 	0.2109 kV/m: 	 no AP.
Increasing amplitude: 	0.2300 kV/m: 	 no AP.
Increasing amplitude: 	0.2508 kV/m: 	 no AP.
Increasing amplitude: 	0.2735 kV/m: 	 no AP.
Increasing amplitude: 	0.2982 kV/m: 	 no AP.
Increasing amplitude: 	0.3252 kV/m: 	 no AP.
Increasing amplitude: 	0.3547 kV/m: 	 no AP.
Increasing amplitude: 	0.3868 kV/m: 	 no AP.
Increasing amplitude: 	0.4218 kV/m: 	 no AP.
Increasing amplitude: 	0.4600 kV/m: 	 no AP.
Increasing amplitude: 	0.5016 kV/m: 	 no AP.
Increasing amplitude: 	0.5470 kV/m: 	 no AP.
Increasing amplitude: 	0.5965 kV/m: 	 no AP.
Increasing amplitude: 	0.6505 kV/m: 	 no AP.
Increasing amplitude: 	0.7094 kV/m: 	 no AP.
Increasing amplitude: 	0.7736 kV/m: 	 no AP.
Increasing amplitude: 	0.8436 kV/m: 	 no AP.
Increasing amplitude: 	0.9199 kV/m: 	 no AP.
Increasing amplitude: 	1.0032 kV/m: 	 no AP.
Increasing amplitude: 	1.0940 kV/m: 	 no AP.
Increasing amplitude: 	1.1930 kV/m: 	 no AP.
Increasing amplitude: 	1.3010 kV/m: 	 no AP.
Increasing amplitude: 	1.4187 kV/m: 	 no AP.
Increasing amplitude: 	1.5471 kV/m: 	 no AP.
Increasing amplitude: 	1.6871 kV/m: 	 no AP.
Increasing amplitude: 	1.8398 kV/m: 	 no AP.
Increasing amplitude: 	2.0063 kV/m: 	 no AP.
Increasing amplitude: 	2.1879 kV/m: 	 no AP.
Increasing amplitude: 	2.3860 kV/m: 	 no AP.
Increasing amplitude: 	2.6019 kV/m: 	 no AP.
Increasing amplitude: 	2.8374 kV/m: 	 no AP.
Increasing amplitude: 	3.0942 kV/m: 	 no AP.
Increasing amplitude: 	3.3743 kV/m: 	 AP.
Lower bound: 3.0942 kV/m.   Upper bound: 3.3743 kV/m.   Search amplitude: 3.2312 kV/m: no AP.
Lower bound: 3.2312 kV/m.   Upper bound: 3.3743 kV/m.   Search amplitude: 3.3020 kV/m: AP.
Lower bound: 3.2312 kV/m.   Upper bound: 3.3020 kV/m.   Search amplitude: 3.2664 kV/m: no AP.
Lower bound: 3.2664 kV/m.   Upper bound: 3.3020 kV/m.   Search amplitude: 3.2841 kV/m: no AP.
Lower bound: 3.2841 kV/m.   Upper bound: 3.3020 kV/m.   Search amplitude: 3.2930 kV/m: AP.
Binary search ended. Threshold: 3.2930 kV/m.
 
Run time for search: 3.52 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	0.3897 kV/m: 	 no AP.
Increasing amplitude: 	0.3982 kV/m: 	 no AP.
Increasing amplitude: 	0.4069 kV/m: 	 no AP.
Increasing amplitude: 	0.4159 kV/m: 	 no AP.
Increasing amplitude: 	0.4250 kV/m: 	 no AP.
Increasing amplitude: 	0.4343 kV/m: 	 no AP.
Increasing amplitude: 	0.4438 kV/m: 	 no AP.
Increasing amplitude: 	0.4535 kV/m: 	 no AP.
Increasing amplitude: 	0.4634 kV/m: 	 no AP.
Increasing amplitude: 	0.4736 kV/m: 	 no AP.
Increasing amplitude: 	0.4839 kV/m: 	 no AP.
Increasing amplitude: 	0.4945 kV/m: 	 no AP.
Increasing amplitude: 	0.5054 kV/m: 	 no AP.
Increasing amplitude: 	0.5164 kV/m: 	 no AP.
Increasing amplitude: 	0.5277 kV/m: 	 no AP.
Increasing amplitude: 	0.5393 kV/m: 	 no AP.
Increasing amplitude: 	0.5511 kV/m: 	 no AP.
Increasing amplitude: 	0.5632 kV/m: 	 no AP.
Increasing amplitude: 	0.5755 kV/m: 	 no AP.
Increasing amplitude: 	0.5881 kV/m: 	 no AP.
Increasing amplitude: 	0.6010 kV/m: 	 no AP.
Increasing amplitude: 	0.6141 kV/m: 	 no AP.
Increasing amplitude: 	0.6276 kV/m: 	 no AP.
Increasing amplitude: 	0.6413 kV/m: 	 no AP.
Increasing amplitude: 	0.6554 kV/m: 	 no AP.
Increasing amplitude: 	0.6697 kV/m: 	 no AP.
Increasing amplitude: 	0.6844 kV/m: 	 no AP.
