Model type: 	Bend axon, orthodromic
Parameter ID:	442
Pulse duration in ms:	1.0000
Field orientation in degrees:	100.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	71.5072  V/m: 	 no AP.
Increasing amplitude: 	77.9791  V/m: 	 no AP.
Increasing amplitude: 	85.0368  V/m: 	 no AP.
Increasing amplitude: 	92.7333  V/m: 	 no AP.
Increasing amplitude: 	0.1011 kV/m: 	 no AP.
Increasing amplitude: 	0.1103 kV/m: 	 no AP.
Increasing amplitude: 	0.1203 kV/m: 	 no AP.
Increasing amplitude: 	0.1311 kV/m: 	 no AP.
Increasing amplitude: 	0.1430 kV/m: 	 no AP.
Increasing amplitude: 	0.1560 kV/m: 	 no AP.
Increasing amplitude: 	0.1701 kV/m: 	 no AP.
Increasing amplitude: 	0.1855 kV/m: 	 no AP.
Increasing amplitude: 	0.2023 kV/m: 	 no AP.
Increasing amplitude: 	0.2206 kV/m: 	 no AP.
Increasing amplitude: 	0.2405 kV/m: 	 no AP.
Increasing amplitude: 	0.2623 kV/m: 	 no AP.
Increasing amplitude: 	0.2860 kV/m: 	 no AP.
Increasing amplitude: 	0.3119 kV/m: 	 no AP.
Increasing amplitude: 	0.3401 kV/m: 	 no AP.
Increasing amplitude: 	0.3709 kV/m: 	 no AP.
Increasing amplitude: 	0.4045 kV/m: 	 no AP.
Increasing amplitude: 	0.4411 kV/m: 	 no AP.
Increasing amplitude: 	0.4810 kV/m: 	 no AP.
Increasing amplitude: 	0.5246 kV/m: 	 no AP.
Increasing amplitude: 	0.5721 kV/m: 	 no AP.
Increasing amplitude: 	0.6238 kV/m: 	 no AP.
Increasing amplitude: 	0.6803 kV/m: 	 no AP.
Increasing amplitude: 	0.7419 kV/m: 	 no AP.
Increasing amplitude: 	0.8090 kV/m: 	 no AP.
Increasing amplitude: 	0.8822 kV/m: 	 AP.
Lower bound: 0.8090 kV/m.   Upper bound: 0.8822 kV/m.   Search amplitude: 0.8448 kV/m: AP.
Lower bound: 0.8090 kV/m.   Upper bound: 0.8448 kV/m.   Search amplitude: 0.8267 kV/m: no AP.
Lower bound: 0.8267 kV/m.   Upper bound: 0.8448 kV/m.   Search amplitude: 0.8357 kV/m: no AP.
Lower bound: 0.8357 kV/m.   Upper bound: 0.8448 kV/m.   Search amplitude: 0.8403 kV/m: no AP.
Lower bound: 0.8403 kV/m.   Upper bound: 0.8448 kV/m.   Search amplitude: 0.8425 kV/m: AP.
Binary search ended. Threshold: 0.8425 kV/m.
 
Run time for search: 3.76 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	99.7058  V/m: 	 no AP.
Increasing amplitude: 	0.1019 kV/m: 	 no AP.
Increasing amplitude: 	0.1041 kV/m: 	 no AP.
Increasing amplitude: 	0.1064 kV/m: 	 no AP.
Increasing amplitude: 	0.1087 kV/m: 	 no AP.
Increasing amplitude: 	0.1111 kV/m: 	 no AP.
Increasing amplitude: 	0.1135 kV/m: 	 no AP.
Increasing amplitude: 	0.1160 kV/m: 	 no AP.
Increasing amplitude: 	0.1186 kV/m: 	 no AP.
Increasing amplitude: 	0.1212 kV/m: 	 no AP.
Increasing amplitude: 	0.1238 kV/m: 	 no AP.
Increasing amplitude: 	0.1265 kV/m: 	 no AP.
Increasing amplitude: 	0.1293 kV/m: 	 no AP.
Increasing amplitude: 	0.1321 kV/m: 	 no AP.
Increasing amplitude: 	0.1350 kV/m: 	 no AP.
Increasing amplitude: 	0.1380 kV/m: 	 no AP.
Increasing amplitude: 	0.1410 kV/m: 	 no AP.
Increasing amplitude: 	0.1441 kV/m: 	 no AP.
Increasing amplitude: 	0.1472 kV/m: 	 no AP.
Increasing amplitude: 	0.1505 kV/m: 	 no AP.
Increasing amplitude: 	0.1538 kV/m: 	 no AP.
Increasing amplitude: 	0.1571 kV/m: 	 no AP.
Increasing amplitude: 	0.1606 kV/m: 	 no AP.
Increasing amplitude: 	0.1641 kV/m: 	 no AP.
Increasing amplitude: 	0.1677 kV/m: 	 no AP.
Increasing amplitude: 	0.1714 kV/m: 	 no AP.
Increasing amplitude: 	0.1751 kV/m: 	 no AP.
Increasing amplitude: 	0.1789 kV/m: 	 no AP.
Increasing amplitude: 	0.1829 kV/m: 	 no AP.
Increasing amplitude: 	0.1869 kV/m: 	 no AP.
Increasing amplitude: 	0.1910 kV/m: 	 no AP.
Increasing amplitude: 	0.1951 kV/m: 	 no AP.
Increasing amplitude: 	0.1994 kV/m: 	 no AP.
Increasing amplitude: 	0.2038 kV/m: 	 no AP.
Increasing amplitude: 	0.2082 kV/m: 	 no AP.
Increasing amplitude: 	0.2128 kV/m: 	 no AP.
Increasing amplitude: 	0.2175 kV/m: 	 no AP.
Increasing amplitude: 	0.2222 kV/m: 	 no AP.
Increasing amplitude: 	0.2271 kV/m: 	 no AP.
Increasing amplitude: 	0.2321 kV/m: 	 no AP.
Increasing amplitude: 	0.2371 kV/m: 	 no AP.
Increasing amplitude: 	0.2423 kV/m: 	 no AP.
Increasing amplitude: 	0.2476 kV/m: 	 no AP.
Increasing amplitude: 	0.2531 kV/m: 	 no AP.
Increasing amplitude: 	0.2586 kV/m: 	 no AP.
Increasing amplitude: 	0.2643 kV/m: 	 no AP.
Increasing amplitude: 	0.2701 kV/m: 	 no AP.
Increasing amplitude: 	0.2760 kV/m: 	 no AP.
Increasing amplitude: 	0.2820 kV/m: 	 no AP.
Increasing amplitude: 	0.2882 kV/m: 	 no AP.
Increasing amplitude: 	0.2945 kV/m: 	 no AP.
Increasing amplitude: 	0.3009 kV/m: 	 no AP.
Increasing amplitude: 	0.3075 kV/m: 	 no AP.
Increasing amplitude: 	0.3143 kV/m: 	 no AP.
Increasing amplitude: 	0.3212 kV/m: 	 no AP.
Increasing amplitude: 	0.3282 kV/m: 	 no AP.
Increasing amplitude: 	0.3354 kV/m: 	 no AP.
Increasing amplitude: 	0.3427 kV/m: 	 no AP.
Increasing amplitude: 	0.3502 kV/m: 	 no AP.
Increasing amplitude: 	0.3579 kV/m: 	 no AP.
Increasing amplitude: 	0.3657 kV/m: 	 no AP.
Increasing amplitude: 	0.3737 kV/m: 	 no AP.
Increasing amplitude: 	0.3819 kV/m: 	 no AP.
Increasing amplitude: 	0.3903 kV/m: 	 no AP.
Increasing amplitude: 	0.3988 kV/m: 	 no AP.
Increasing amplitude: 	0.4076 kV/m: 	 no AP.
Increasing amplitude: 	0.4165 kV/m: 	 no AP.
Increasing amplitude: 	0.4256 kV/m: 	 no AP.
Increasing amplitude: 	0.4349 kV/m: 	 no AP.
Increasing amplitude: 	0.4444 kV/m: 	 no AP.
Increasing amplitude: 	0.4542 kV/m: 	 no AP.
Increasing amplitude: 	0.4641 kV/m: 	 no AP.
Increasing amplitude: 	0.4743 kV/m: 	 no AP.
Increasing amplitude: 	0.4847 kV/m: 	 no AP.
Increasing amplitude: 	0.4953 kV/m: 	 no AP.
Increasing amplitude: 	0.5061 kV/m: 	 no AP.
Increasing amplitude: 	0.5172 kV/m: 	 no AP.
Increasing amplitude: 	0.5285 kV/m: 	 no AP.
Increasing amplitude: 	0.5401 kV/m: 	 no AP.
Increasing amplitude: 	0.5519 kV/m: 	 no AP.
Increasing amplitude: 	0.5640 kV/m: 	 no AP.
Increasing amplitude: 	0.5764 kV/m: 	 no AP.
Increasing amplitude: 	0.5890 kV/m: 	 no AP.
Increasing amplitude: 	0.6019 kV/m: 	 no AP.
Increasing amplitude: 	0.6151 kV/m: 	 no AP.
Increasing amplitude: 	0.6285 kV/m: 	 no AP.
Increasing amplitude: 	0.6423 kV/m: 	 no AP.
Increasing amplitude: 	0.6564 kV/m: 	 no AP.
Increasing amplitude: 	0.6707 kV/m: 	 no AP.
Increasing amplitude: 	0.6854 kV/m: 	 no AP.
Increasing amplitude: 	0.7004 kV/m: 	 no AP.
Increasing amplitude: 	0.7158 kV/m: 	 no AP.
Increasing amplitude: 	0.7314 kV/m: 	 no AP.
Increasing amplitude: 	0.7475 kV/m: 	 no AP.
Increasing amplitude: 	0.7638 kV/m: 	 no AP.
Increasing amplitude: 	0.7806 kV/m: 	 no AP.
Increasing amplitude: 	0.7976 kV/m: 	 no AP.
Increasing amplitude: 	0.8151 kV/m: 	 AP.
Lower bound: 0.7976 kV/m.   Upper bound: 0.8151 kV/m.   Search amplitude: 0.8063 kV/m: no AP.
Lower bound: 0.8063 kV/m.   Upper bound: 0.8151 kV/m.   Search amplitude: 0.8107 kV/m: no AP.
Lower bound: 0.8107 kV/m.   Upper bound: 0.8151 kV/m.   Search amplitude: 0.8129 kV/m: no AP.
Binary search ended. Threshold: 0.8129 kV/m.
Percentage difference: -3.256 %.
 
Run time for search: 101.69 min.
 
-----------------------------------------------------------
Total run time: 105.451 min.
Results saved in UF_BndO_HH/Results/result_442.mat.
